"x [nm]","y [nm]","?x [nm]","?y [nm]","sigma_x","sigma_y","del_sigma_x","del_sigma_y","t"
35970.57173,15299.74883,7.46681,9.312,77.47497,91.88467,8.85201,11.24773,1814652.12803
35565.96353,15146.5819,10.37041,12.15367,71.10101,84.78141,11.42485,13.40518,1821584.3863
36106.59191,15517.53965,12.69136,13.52504,111.40226,118.87312,13.74574,14.80588,1829587.01393
36105.64811,15433.5241,8.89533,10.61547,112.89785,133.9785,10.30811,11.93555,1833430.50688
36010.32263,15239.80442,14.61121,20.97068,79.30549,106.43152,16.02792,23.41276,1835298.54602
36128.06625,15480.98227,6.97179,7.95457,87.86072,102.87349,7.51977,8.58221,1836313.24961
35421.01826,15028.24311,6.22219,6.87666,90.64863,100.72737,6.39638,7.27581,1838456.10522
36006.24216,15425.32671,13.56759,11.37609,99.27367,83.26075,13.33279,11.2423,1840504.60875
35965.56627,15336.95332,9.22281,12.28784,83.82257,110.90767,11.00917,14.67131,1842737.98735
35998.58038,15211.88541,15.21813,39.26711,96.81869,242.14137,16.43779,41.99087,1861196.18799
35980.97153,15298.61244,10.72994,13.8604,38.96202,49.67249,9.63262,12.66949,1861622.28569
35494.69077,15081.78431,25.23503,40.76154,130.53184,195.85986,35.71516,53.02871,1864047.60422
35999.79145,15261.4168,4.40881,5.76241,108.99927,142.36814,4.39575,5.68795,1865690.97581
35969.228,15349.49846,3.7247,5.10997,115.33047,158.19547,3.68585,5.02245,1869003.30801
35355.7759,14972.05409,25.53417,11.69433,79.09329,55.72897,25.1438,11.2038,1883814.976
36022.41173,15230.41002,12.01649,24.51249,72.19845,144.86798,13.0125,25.94365,1885293.43152
36017.58851,15366.01518,21.3548,9.00432,79.25674,33.37537,19.91323,10.20687,1886643.16661
35962.56459,15362.31793,4.84045,6.13397,106.27405,134.62731,4.91724,6.19071,1887712.19353
36198.73556,15461.22376,46.56695,27.64978,103.45731,89.89156,48.60072,28.72896,1888514.55582
35942.39419,15362.99323,6.68271,7.82333,110.02831,130.45115,7.80995,9.76616,1900127.34809
35475.43864,15071.83467,4.25055,5.76862,100.38376,136.21113,4.1232,5.57517,1905063.62217
35429.93033,15015.18657,9.97492,11.80344,95.61645,115.97683,10.92722,13.04612,1923956.42733
35990.16112,15374.58385,8.11078,9.12497,93.81018,105.6585,7.99161,9.02357,1935196.01031
36134.18614,15458.50569,8.08052,12.0112,97.61359,147.02263,11.51832,17.28591,1940035.05405
35508.95846,15123.1999,9.49161,12.72224,97.5821,128.57718,10.87311,14.06023,1943160.58481
35419.54272,14997.51548,4.42108,6.9497,90.96657,142.89442,4.63743,7.19167,1945757.83413
36145.64206,15498.68686,42.21193,22.25057,171.09837,89.57064,45.9379,24.66027,1949347.55938
35996.2045,15225.28013,5.47004,9.69234,94.5397,161.46693,6.214,10.72998,1953613.51683
36100.43822,15550.65487,9.41076,12.41808,75.85773,100.95892,10.498,14.50628,1962292.76229
36038.09892,15525.32742,30.7441,24.49255,147.7883,119.90591,37.18108,31.59616,1962960.65527
35951.02769,15368.80506,22.93156,34.69952,76.28608,121.5621,29.40566,44.19747,1966872.68022
35432.85581,14972.51296,4.85748,7.80906,105.87324,169.93391,4.86339,7.74766,1967983.64551
36103.42278,15457.54882,18.72675,21.92142,128.2729,153.68082,25.54162,30.07991,1975943.4893
36117.30613,15581.16968,11.43778,11.74677,86.45947,92.80359,12.07628,12.0788,1988060.02873
36194.14795,15768.1463,20.15781,22.25462,44.85981,21.27579,18.30476,10.11088,1988823.12372
35996.66132,15266.76925,12.39894,12.27816,51.99581,51.49824,11.51516,11.40877,1989012.91306
35442.70078,14979.77965,4.98235,8.2007,91.7393,150.19577,5.22599,8.37145,1992721.22942
36120.01813,15554.18772,16.93809,22.13545,106.94689,137.99603,20.64812,26.01531,1998863.38141
36105.58214,15497.31307,8.19591,14.70648,88.57678,155.61758,9.19996,16.39577,2000134.02576
36112.26081,15490.05539,13.96354,18.06884,93.79803,121.29182,13.89789,17.82752,2000442.92497
35459.10222,15073.7166,5.58618,7.60493,91.48719,124.85039,6.24008,8.59925,2022346.79595
35478.21125,15002.60473,12.87288,26.33022,74.49273,141.31052,14.35205,29.46614,2030358.07238
36113.53336,15562.9143,7.68777,13.48978,97.56495,160.23444,8.96909,15.32514,2035569.04013
35473.81026,15087.09268,5.73987,8.19863,102.84609,148.35868,5.94122,8.44653,2036581.25772
35079.4187,15976.03387,9.181,9.28752,107.60485,109.92015,10.41333,10.47261,2038108.00648
36085.85031,15419.40463,16.57043,21.58644,106.3077,138.294,21.34877,27.63407,2039536.03299
36053.95495,15416.65912,13.31426,23.94243,69.18448,124.3923,13.20144,23.63751,2043144.42267
36053.45576,15551.63706,8.29042,13.05733,49.26096,77.59656,7.91615,12.34862,2043956.00266
36024.53241,15406.7265,9.55966,10.72589,117.36999,131.76321,10.66534,11.921,2045076.14065
36041.91241,15188.1588,4.74778,6.02069,110.3165,139.81944,4.73067,5.95586,2057448.63998
36157.9516,14965.27744,21.38515,41.36788,62.13731,96.99632,20.32329,42.63343,2058024.5383
35883.5009,15814.49135,8.3107,8.76528,61.02813,62.21731,7.86489,8.72497,2058386.44822
36111.13706,15508.45558,8.32587,12.30544,99.24102,145.31746,8.69136,12.79201,2071528.42318
35965.70757,15277.88676,12.49821,10.69122,59.29464,51.19982,12.3905,10.5271,2079859.2595
35985.19905,15266.73219,9.23211,14.00629,77.70541,115.71025,10.52001,15.58975,2084498.24838
35960.73112,15264.87229,18.14493,17.03553,131.60796,123.37057,20.87229,19.53884,2084956.21263
35959.89003,15290.42823,5.75821,7.77715,67.79363,87.84865,5.96603,8.20902,2088995.24638
35962.52556,15268.86821,9.09178,12.08758,122.58567,162.59048,10.9283,14.16283,2089257.07334
36028.45537,15311.72117,10.53595,15.65684,78.08043,115.71888,10.91531,16.03269,2095460.88604
35505.28597,15027.39892,43.4996,37.82404,141.91629,129.47169,95.89108,88.43301,2122443.36676
35473.95296,15036.71085,5.09213,7.99117,97.78715,153.08403,5.13681,7.95175,2125088.46568
35982.52115,15364.86999,4.05659,5.64009,107.4151,149.3354,4.21825,5.83794,2129911.52755
36004.45107,15135.67148,11.8852,39.37395,39.98725,19.97146,12.8299,44.67605,2130656.43985
36082.18087,15573.71258,7.42813,17.70236,90.96014,171.33959,7.88368,19.25818,2133000.66632
35991.40734,15287.69319,8.97234,10.38728,93.12446,108.00347,9.10581,10.58921,2136783.62088
36121.24206,15455.14167,4.96788,7.83222,93.58855,147.4901,4.86036,7.63345,2137547.71294
35989.18641,15326.50044,6.07749,9.60519,92.66987,146.34302,5.88008,9.25087,2141140.34426
36051.70155,15604.74374,6.81852,14.47512,84.27264,153.29716,8.03886,17.37253,2146772.40036
36099.42169,15732.66871,17.64419,14.65006,99.02214,82.219,16.70715,13.88195,2147380.74921
36001.11454,15202.39933,4.62108,7.30834,79.48669,125.53646,4.5117,7.12031,2155734.6853
35498.3344,15102.83504,8.4866,23.2259,28.88242,87.71698,8.20962,22.05274,2176571.36007
36101.95771,15557.85945,11.86193,11.33458,94.49477,102.44411,14.23903,13.246,2185623.65254
36113.38003,15497.15101,17.43385,27.83151,102.40907,181.34055,22.37303,33.63616,2186152.37647
35558.73016,15114.86105,4.5496,7.20936,92.87642,146.53172,4.54115,7.10553,2189343.09786
36026.19237,15225.2219,9.42851,12.54262,86.95707,108.22377,10.71553,14.48241,2192815.77205
35512.2773,15139.19981,10.13922,14.09237,97.74768,135.671,10.82919,14.73716,2194314.05341
35506.92612,15118.93623,4.74062,6.3365,106.88574,142.76939,4.97332,6.57955,2203687.77237
35967.74385,15308.83887,5.78326,7.89661,78.85778,107.19774,5.76675,7.85586,2204789.40688
35455.20741,15047.72872,8.16212,12.08012,81.04796,116.20557,8.29528,12.54698,2206138.07477
35478.91961,15078.47832,40.97876,20.18998,176.50193,119.39509,43.82746,22.02623,2206853.107
35970.75513,15385.37026,9.38779,14.46403,63.02812,94.10847,9.04872,14.46244,2207633.69183
36068.82694,15595.52422,4.38243,6.00576,119.16442,162.91931,4.41557,5.99526,2208479.72093
35985.85691,15390.73251,17.64021,14.0432,68.32755,65.79577,19.81128,15.46565,2220965.13721
35922.51859,15349.60078,24.41704,14.63509,107.61737,67.43042,25.17627,14.69717,2221402.33612
35989.6334,15365.14723,7.48152,9.76425,112.50965,146.49338,8.15098,10.55912,2224863.20912
35340.66142,15403.34499,4.83286,5.15073,95.67001,101.96245,4.56243,4.86296,2238931.96896
35526.01328,15166.55188,9.52298,9.84446,91.22554,97.24415,10.39903,11.0898,2242334.40588
36005.55645,15223.12492,4.24645,5.31472,87.35581,109.33713,4.18194,5.23458,2250184.65875
36094.67509,15526.69469,5.47321,7.11077,103.23869,134.09239,5.40493,6.99715,2254834.26511
36138.99469,15457.58971,4.45985,6.47799,104.65064,151.87171,4.42116,6.37088,2255779.33628
36139.65419,15474.08252,6.05019,8.21909,80.46688,109.31256,5.86876,7.96876,2263426.846
35658.04279,15424.38288,11.78731,19.93637,73.66375,124.53709,11.45125,19.27832,2289223.50676
35536.43678,15127.80394,4.59461,5.6264,117.04572,143.70748,4.51205,5.52179,2290954.51353
35961.10797,15396.99338,7.55724,6.534,90.01925,78.517,7.89701,6.76232,2322405.82789
35955.65932,15384.04434,15.66107,31.81193,92.84753,175.316,17.90842,36.35912,2322980.72219
35982.18224,15314.91071,8.75797,11.92219,75.93112,103.3565,10.92178,15.48157,2326614.89663
36056.85485,15513.37334,13.98611,34.13075,90.44703,196.11672,16.05904,39.07101,2327113.73631
36001.86959,15415.75696,7.74917,10.45038,119.17275,160.77208,8.46352,11.49481,2327585.0026
36061.27402,15621.5007,5.12096,6.64335,108.73909,141.23108,5.24047,6.81524,2337605.63384
36103.01513,15505.85479,16.29106,12.14477,91.22399,70.17149,16.52841,11.97624,2348390.90995
35490.37893,15127.68644,14.05393,18.59931,97.90764,122.4568,22.6486,30.40745,2360100.19115
35516.83151,15123.888,8.00243,9.54476,84.26586,100.50691,7.4109,8.84132,2372218.28043
35565.29137,15389.4743,22.08857,35.14543,20.84795,90.29538,99.17092,43.52135,2372823.37472
35972.22818,15337.40838,23.3149,42.04105,76.33285,136.61799,25.21911,44.35206,2372943.62275
36082.52039,15607.29781,5.06984,6.74557,108.82002,144.4593,5.16139,6.83697,2375190.02391
35488.62738,15108.83952,17.45819,17.19008,135.77968,163.10863,21.78747,22.92945,2378476.61167
35456.84655,15075.69979,10.46094,7.32729,105.15238,76.66718,10.73463,7.2913,2382916.98099
35431.08541,15033.06467,7.28908,8.9445,93.62354,114.90308,7.50395,9.25637,2383555.11802
35413.68236,15041.99817,21.9945,12.34514,57.83212,27.90433,20.01868,8.56799,2384017.44193
35940.40076,15283.72147,11.56832,28.14295,77.70892,165.03518,12.70848,33.33524,2399402.14039
36035.15211,15091.86044,15.60978,28.98571,35.05999,64.78081,13.75961,26.91027,2400241.66069
35959.02704,15390.92068,4.29051,5.58166,101.46462,131.99404,4.15263,5.38703,2407070.30229
35974.46605,15381.45778,6.39312,6.7611,85.52225,90.44569,6.3287,6.70202,2419982.91196
36097.29613,15553.55543,7.93511,9.33642,73.34762,85.69774,7.9579,9.36097,2423438.59399
35429.63307,14942.28227,17.11985,21.6681,21.61352,97.54614,22.66509,20.7743,2425596.0219
36114.75899,15481.20968,9.50347,13.08637,90.7456,119.28904,10.63871,14.58916,2434372.9433
36018.53281,15239.79728,25.79392,27.98454,122.80184,128.64005,29.11647,31.03696,2443677.92544
35500.81966,15075.96581,44.12184,41.70493,88.02791,109.48059,50.14193,53.8312,2451919.67316
35947.96368,15348.40746,5.38391,7.19676,93.63341,125.14271,5.30031,7.08293,2454375.46154
36158.53842,15489.02916,9.59549,22.05848,69.30664,141.60703,12.50403,27.21284,2457214.53846
36110.2332,15480.1016,6.17274,8.70968,88.77411,125.5916,6.52761,9.14942,2475792.40212
35422.35198,15022.60302,6.47043,6.99167,94.8138,101.09138,6.5906,7.1455,2481727.30069
36129.84883,15464.56542,4.17836,5.80525,91.87081,127.64121,4.00935,5.56497,2482118.11428
36058.49046,15598.80501,18.49028,20.00242,96.06964,99.46008,22.37169,23.55417,2484938.96299
35939.08531,15351.99268,6.68788,8.06329,94.99388,114.49046,7.05221,8.42363,2485929.1687
36003.80001,15401.46091,15.61849,40.09792,48.89101,123.8904,15.57582,39.86339,2486614.09884
35987.76274,15382.36253,19.50684,20.53447,102.08042,109.31675,21.12266,22.70705,2498733.99216
35972.51354,15364.25963,3.71547,4.93459,97.4463,129.41168,3.61575,4.79199,2510358.13391
36061.47073,15449.28898,13.76604,22.52559,105.09511,169.22962,14.34911,23.24282,2511640.63858
36108.60673,15534.59205,4.71544,6.03867,86.29961,110.52896,4.66984,6.00298,2515661.82663
36080.19075,15519.16238,12.77505,37.69223,87.14368,177.57667,25.03803,57.66019,2531161.6248
